CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
3390;1;31;Cliente 3390;SAO PAULO;SP;3550308;1;-1;0
3391;1;31;Cliente 3391;SAO PAULO;SP;3550308;1;-1;0
3392;1;31;Cliente 3392;SAO PAULO;SP;3550308;1;-1;0
3393;1;31;Cliente 3393;SAO PAULO;SP;3550308;1;-1;0
3394;1;31;Cliente 3394;SAO PAULO;SP;3550308;1;-1;0
3395;1;9;Cliente 3395;SAO PAULO;SP;3550308;2;-1;7
3397;1;31;Cliente 3397;SAO PAULO;SP;3550308;1;-1;0
3398;1;9;Cliente 3398;SAO PAULO;SP;3550308;2;-1;14
3402;1;31;Cliente 3402;SAO PAULO;SP;3550308;1;-1;0
3403;1;33;Cliente 3403;SAO PAULO;SP;3550308;2;-1;14
3404;1;9;Cliente 3404;SAO PAULO;SP;3550308;2;-1;19
3405;1;31;Cliente 3405;SAO PAULO;SP;3550308;1;-1;0
3406;1;31;Cliente 3406;SAO PAULO;SP;3550308;1;-1;0
3408;1;31;Cliente 3408;SAO PAULO;SP;3550308;1;-1;0
3409;1;31;Cliente 3409;SAO PAULO;SP;3550308;1;0;0
3410;1;22;Cliente 3410;SAO PAULO;SP;3550308;1;0;0
3411;1;31;Cliente 3411;SAO PAULO;SP;3550308;1;-1;0
3412;1;22;Cliente 3412;SAO PAULO;SP;3550308;1;-1;0
3413;1;31;Cliente 3413;SAO PAULO;SP;3550308;1;-1;0
3414;1;31;Cliente 3414;SAO PAULO;SP;3550308;1;-1;0
3415;1;31;Cliente 3415;SAO PAULO;SP;3550308;1;-1;0
3416;1;9;Cliente 3416;SAO PAULO;SP;3550308;2;-1;28
3417;1;31;Cliente 3417;SAO PAULO;SP;3550308;1;-1;0
3418;1;31;Cliente 3418;SAO PAULO;SP;3550308;1;-1;0
3419;1;31;Cliente 3419;SAO PAULO;SP;3550308;1;-1;0
3420;1;31;Cliente 3420;SAO PAULO;SP;3550308;1;-1;0
3421;1;31;Cliente 3421;SAO PAULO;SP;3550308;1;-1;0
3422;1;22;Cliente 3422;SAO PAULO;SP;3550308;1;-1;0
3424;1;31;Cliente 3424;SAO PAULO;SP;3550308;1;-1;0
3425;1;31;Cliente 3425;SAO PAULO;SP;3550308;1;-1;0
3426;1;31;Cliente 3426;SAO PAULO;SP;3550308;1;-1;0
3427;1;31;Cliente 3427;SAO PAULO;SP;3550308;1;-1;0
3428;1;31;Cliente 3428;SAO PAULO;SP;3550308;1;-1;0
3429;1;31;Cliente 3429;SAO PAULO;SP;3550308;1;-1;0
3430;1;22;Cliente 3430;SAO PAULO;SP;3550308;1;-1;0
3431;1;31;Cliente 3431;SAO PAULO;SP;3550308;1;-1;0
3432;1;31;Cliente 3432;SAO PAULO;SP;3550308;1;-1;0
3433;1;9;Cliente 3433;SAO PAULO;SP;3550308;2;0;0
3434;1;31;Cliente 3434;SAO PAULO;SP;3550308;1;-1;0
3435;1;31;Cliente 3435;SAO PAULO;SP;3550308;1;-1;0
3436;1;31;Cliente 3436;SAO PAULO;SP;3550308;1;-1;0
3437;1;31;Cliente 3437;SAO PAULO;SP;3550308;1;-1;0
3438;1;31;Cliente 3438;SAO PAULO;SP;3550308;1;-1;0
3439;1;31;Cliente 3439;SAO PAULO;SP;3550308;1;-1;0
3440;1;31;Cliente 3440;SAO PAULO;SP;3550308;1;-1;0
3441;1;31;Cliente 3441;SAO PAULO;SP;3550308;2;-1;0
3442;1;31;Cliente 3442;SAO PAULO;SP;3550308;1;-1;0
3443;1;31;Cliente 3443;SAO PAULO;SP;3550308;1;-1;0
3444;1;9;Cliente 3444;SAO PAULO;SP;3550308;2;-1;0
3445;1;31;Cliente 3445;SAO PAULO;SP;3550308;1;-1;0
3446;1;31;Cliente 3446;SAO PAULO;SP;3550308;1;-1;0
3447;1;31;Cliente 3447;SAO PAULO;SP;3550308;1;-1;0
3448;1;31;Cliente 3448;SAO PAULO;SP;3550308;1;-1;0
3449;1;31;Cliente 3449;SAO PAULO;SP;3550308;1;0;0
3450;1;22;Cliente 3450;SAO PAULO;SP;3550308;1;-1;0
3451;1;31;Cliente 3451;SAO PAULO;SP;3550308;1;-1;0
3452;1;31;Cliente 3452;SAO PAULO;SP;3550308;2;-1;0
3453;1;31;Cliente 3453;SAO PAULO;SP;3550308;1;-1;0
3454;1;31;Cliente 3454;SAO PAULO;SP;3550308;1;-1;0
3455;1;31;Cliente 3455;SAO PAULO;SP;3550308;1;-1;0
3456;1;31;Cliente 3456;SAO PAULO;SP;3550308;1;0;0
3457;1;9;Cliente 3457;SAO PAULO;SP;3550308;2;-1;5
3458;1;9;Cliente 3458;SAO PAULO;SP;3550308;2;-1;7
3459;1;31;Cliente 3459;SAO PAULO;SP;3550308;1;-1;0
3460;1;31;Cliente 3460;SAO PAULO;SP;3550308;2;-1;0
3461;1;31;Cliente 3461;SAO PAULO;SP;3550308;1;-1;0
3462;1;9;Cliente 3462;SAO PAULO;SP;3550308;2;-1;10
3463;1;22;Cliente 3463;SAO PAULO;SP;3550308;1;-1;0
3464;1;31;Cliente 3464;SAO PAULO;SP;3550308;1;-1;0
3465;1;22;Cliente 3465;SAO PAULO;SP;3550308;1;-1;0
3466;1;22;Cliente 3466;SAO PAULO;SP;3550308;1;-1;0
3467;1;31;Cliente 3467;SAO PAULO;SP;3550308;1;-1;0
3468;1;;Cliente 3468;SAO PAULO;SP;3550308;1;-1;0
3469;1;31;Cliente 3469;SAO PAULO;SP;3550308;1;-1;0
3470;1;31;Cliente 3470;SAO PAULO;SP;3550308;1;-1;0
3471;1;31;Cliente 3471;SAO PAULO;SP;3550308;1;-1;0
3472;1;31;Cliente 3472;SAO PAULO;SP;3550308;1;-1;0
3473;1;31;Cliente 3473;SAO PAULO;SP;3550308;1;-1;0
3474;1;31;Cliente 3474;SAO PAULO;SP;3550308;1;-1;0
3475;1;31;Cliente 3475;SAO PAULO;SP;3550308;1;-1;0
3476;1;31;Cliente 3476;SAO PAULO;SP;3550308;1;-1;0
3477;1;31;Cliente 3477;SAO PAULO;SP;3550308;2;-1;0
3478;1;9;Cliente 3478;SAO PAULO;SP;3550308;2;0;0
3479;1;31;Cliente 3479;SAO PAULO;SP;3550308;1;-1;0
3480;1;31;Cliente 3480;SAO PAULO;SP;3550308;1;-1;0
3481;1;31;Cliente 3481;SAO PAULO;SP;3550308;1;-1;0
3482;1;31;Cliente 3482;SAO PAULO;SP;3550308;1;-1;0
3483;1;9;Cliente 3483;SAO PAULO;SP;3550308;2;0;7
3484;1;31;Cliente 3484;SAO PAULO;SP;3550308;1;-1;0
3485;1;22;Cliente 3485;SAO PAULO;SP;3550308;1;-1;0
3486;1;22;Cliente 3486;SAO PAULO;SP;3550308;1;-1;0
3489;1;31;Cliente 3489;SAO PAULO;SP;3550308;1;-1;0
3490;1;31;Cliente 3490;SAO PAULO;SP;3550308;1;0;0
3491;1;31;Cliente 3491;SAO PAULO;SP;3550308;1;0;0
3492;1;31;Cliente 3492;SAO PAULO;SP;3550308;1;-1;0
3493;1;31;Cliente 3493;SAO PAULO;SP;3550308;1;-1;0
3494;1;31;Cliente 3494;SAO PAULO;SP;3550308;1;-1;0
3495;1;31;Cliente 3495;SAO PAULO;SP;3550308;1;-1;0
3496;1;31;Cliente 3496;SAO PAULO;SP;3550308;1;-1;0
3497;1;31;Cliente 3497;SAO PAULO;SP;3550308;1;-1;0
3498;1;31;Cliente 3498;SAO PAULO;SP;3550308;1;-1;0
3499;1;31;Cliente 3499;SAO PAULO;SP;3550308;1;-1;0
3500;1;31;Cliente 3500;SAO PAULO;SP;3550308;1;-1;0
3501;1;9;Cliente 3501;SAO PAULO;SP;3550308;2;-1;14
3502;1;9;Cliente 3502;SAO PAULO;SP;3550308;2;-1;14
3503;1;31;Cliente 3503;SAO PAULO;SP;3550308;1;-1;0
3504;1;31;Cliente 3504;SAO PAULO;SP;3550308;1;-1;0
3505;1;27;Cliente 3505;SAO PAULO;SP;3550308;2;-1;14
3506;1;31;Cliente 3506;SAO PAULO;SP;3550308;1;0;0
3507;1;31;Cliente 3507;SAO PAULO;SP;3550308;1;-1;0
3509;1;31;Cliente 3509;SAO PAULO;SP;3550308;1;-1;0
3510;1;31;Cliente 3510;SAO PAULO;SP;3550308;2;0;0
3511;1;31;Cliente 3511;SAO PAULO;SP;3550308;1;0;0
3512;1;31;Cliente 3512;SAO PAULO;SP;3550308;1;-1;0
3513;1;31;Cliente 3513;SAO PAULO;SP;3550308;1;-1;0
3514;1;31;Cliente 3514;SAO PAULO;SP;3550308;1;-1;0
3515;1;9;Cliente 3515;SAO PAULO;SP;3550308;1;-1;0
3516;1;31;Cliente 3516;SAO PAULO;SP;3550308;1;-1;0
3517;1;31;Cliente 3517;SAO PAULO;SP;3550308;1;-1;0
3518;1;31;Cliente 3518;SAO PAULO;SP;3550308;1;-1;0
3519;1;9;Cliente 3519;SAO PAULO;SP;3550308;2;0;0
3520;1;31;Cliente 3520;SAO PAULO;SP;3550308;1;-1;0
3521;1;9;Cliente 3521;SAO PAULO;SP;3550308;2;-1;21
3522;1;31;Cliente 3522;SAO PAULO;SP;3550308;1;-1;0
3523;1;31;Cliente 3523;SAO PAULO;SP;3550308;1;-1;0
3524;1;31;Cliente 3524;SAO PAULO;SP;3550308;1;-1;0
3525;1;31;Cliente 3525;SAO PAULO;SP;3550308;1;-1;0
3526;1;31;Cliente 3526;SAO PAULO;SP;3550308;2;-1;0
3527;1;31;Cliente 3527;SAO PAULO;SP;3550308;1;-1;0
3528;1;31;Cliente 3528;SAO PAULO;SP;3550308;1;-1;0
3529;1;31;Cliente 3529;SAO PAULO;SP;3550308;1;-1;0
3530;1;31;Cliente 3530;SAO PAULO;SP;3550308;1;-1;0
3531;1;27;Cliente 3531;SAO PAULO;SP;3550308;2;-1;14
3532;1;9;Cliente 3532;SAO PAULO;SP;3550308;2;-1;0
3533;1;31;Cliente 3533;SAO PAULO;SP;3550308;1;0;0
3534;1;31;Cliente 3534;SAO PAULO;SP;3550308;1;-1;0
3535;1;31;Cliente 3535;SAO PAULO;SP;3550308;1;-1;0
3536;1;31;Cliente 3536;SAO PAULO;SP;3550308;1;0;0
3537;1;31;Cliente 3537;SAO PAULO;SP;3550308;1;0;0
3538;1;31;Cliente 3538;SAO PAULO;SP;3550308;1;-1;0
3539;1;31;Cliente 3539;SAO PAULO;SP;3550308;1;-1;0
3540;1;31;Cliente 3540;SAO PAULO;SP;3550308;1;-1;0
3541;1;31;Cliente 3541;SAO PAULO;SP;3550308;1;-1;0
3542;1;31;Cliente 3542;SAO PAULO;SP;3550308;1;0;0
3543;1;31;Cliente 3543;SAO PAULO;SP;3550308;1;-1;0
3544;1;31;Cliente 3544;SAO PAULO;SP;3550308;1;-1;0
3545;1;31;Cliente 3545;SAO PAULO;SP;3550308;1;-1;0
3546;1;31;Cliente 3546;SAO PAULO;SP;3550308;1;0;0
3547;1;31;Cliente 3547;SAO PAULO;SP;3550308;1;-1;0
3548;1;9;Cliente 3548;SAO PAULO;SP;3550308;1;-1;0
3549;1;31;Cliente 3549;SAO PAULO;SP;3550308;1;-1;0
3550;1;31;Cliente 3550;SAO PAULO;SP;3550308;1;0;0
3551;1;31;Cliente 3551;SAO PAULO;SP;3550308;1;-1;0
3552;1;31;Cliente 3552;SAO PAULO;SP;3550308;1;-1;0
3553;1;31;Cliente 3553;SAO PAULO;SP;3550308;1;-1;0
3554;1;31;Cliente 3554;SAO PAULO;SP;3550308;1;-1;0
3555;1;31;Cliente 3555;SAO PAULO;SP;3550308;1;-1;0
3556;1;31;Cliente 3556;SAO PAULO;SP;3550308;1;0;0
3557;1;31;Cliente 3557;SAO PAULO;SP;3550308;1;-1;0
3558;1;31;Cliente 3558;SAO PAULO;SP;3550308;1;0;0
3559;1;31;Cliente 3559;SAO PAULO;SP;3550308;1;-1;0
3561;1;;Cliente 3561;SAO PAULO;SP;3550308;1;-1;0
3562;1;31;Cliente 3562;SAO PAULO;SP;3550308;1;0;0
3563;1;22;Cliente 3563;SAO PAULO;SP;3550308;1;-1;0
3564;1;31;Cliente 3564;SAO PAULO;SP;3550308;1;-1;0
3565;1;31;Cliente 3565;SAO PAULO;SP;3550308;1;-1;0
3566;1;31;Cliente 3566;SAO PAULO;SP;3550308;1;-1;0
3567;1;31;Cliente 3567;SAO PAULO;SP;3550308;1;-1;0
3568;1;9;Cliente 3568;SAO PAULO;SP;3550308;2;-1;0
3569;1;31;Cliente 3569;SAO PAULO;SP;3550308;2;0;0
3570;1;31;Cliente 3570;SAO PAULO;SP;3550308;1;-1;0
3571;1;31;Cliente 3571;SAO PAULO;SP;3550308;1;-1;0
3572;1;31;Cliente 3572;SAO PAULO;SP;3550308;1;-1;0
3573;1;31;Cliente 3573;SAO PAULO;SP;3550308;1;-1;0
3574;1;31;Cliente 3574;SAO PAULO;SP;3550308;1;-1;0
3575;1;31;Cliente 3575;SAO PAULO;SP;3550308;1;-1;0
3576;1;31;Cliente 3576;SAO PAULO;SP;3550308;1;-1;0
3577;1;31;Cliente 3577;SAO PAULO;SP;3550308;1;-1;0
3578;1;31;Cliente 3578;SAO PAULO;SP;3550308;1;-1;0
3579;1;33;Cliente 3579;SAO PAULO;SP;3550308;2;-1;14
3580;1;31;Cliente 3580;SAO PAULO;SP;3550308;1;-1;0
3581;1;31;Cliente 3581;SAO PAULO;SP;3550308;1;-1;0
3582;1;;Cliente 3582;SAO PAULO;SP;3550308;2;-1;0
3583;1;;Cliente 3583;SAO PAULO;SP;3550308;2;-1;0
3584;1;31;Cliente 3584;SAO PAULO;SP;3550308;1;-1;0
3585;1;31;Cliente 3585;SAO PAULO;SP;3550308;1;-1;0
3586;1;31;Cliente 3586;SAO PAULO;SP;3550308;2;-1;0
3587;1;9;Cliente 3587;SAO PAULO;SP;3550308;2;0;
3588;1;31;Cliente 3588;SAO PAULO;SP;3550308;1;-1;0
3589;1;31;Cliente 3589;SAO PAULO;SP;3550308;1;-1;0
3590;1;31;Cliente 3590;SAO PAULO;SP;3550308;1;-1;0
3591;1;31;Cliente 3591;SAO PAULO;SP;3550308;1;-1;0
3592;1;9;Cliente 3592;SAO PAULO;SP;3550308;2;-1;7
3593;1;31;Cliente 3593;SAO PAULO;SP;3550308;1;-1;0
3594;1;31;Cliente 3594;SAO PAULO;SP;3550308;1;-1;0
3595;1;31;Cliente 3595;SAO PAULO;SP;3550308;1;-1;0
3596;1;31;Cliente 3596;SAO PAULO;SP;3550308;1;0;0
3597;1;31;Cliente 3597;SAO PAULO;SP;3550308;1;0;0
3598;1;31;Cliente 3598;SAO PAULO;SP;3550308;1;-1;0
3599;1;31;Cliente 3599;SAO PAULO;SP;3550308;1;-1;0
3600;1;31;Cliente 3600;SAO PAULO;SP;3550308;1;-1;0
3601;1;31;Cliente 3601;SAO PAULO;SP;3550308;1;-1;0
3602;1;31;Cliente 3602;SAO PAULO;SP;3550308;1;-1;0
3603;1;31;Cliente 3603;SAO PAULO;SP;3550308;1;-1;0
3604;1;31;Cliente 3604;SAO PAULO;SP;3550308;1;-1;0
3605;1;31;Cliente 3605;SAO PAULO;SP;3550308;1;-1;0
3606;1;31;Cliente 3606;SAO PAULO;SP;3550308;1;-1;0
3607;1;22;Cliente 3607;SAO PAULO;SP;3550308;2;-1;7
3608;1;31;Cliente 3608;SAO PAULO;SP;3550308;1;-1;0
3609;1;31;Cliente 3609;SAO PAULO;SP;3550308;1;-1;0
3610;1;31;Cliente 3610;SAO PAULO;SP;3550308;1;-1;0
3611;1;31;Cliente 3611;SAO PAULO;SP;3550308;1;-1;0
3612;1;31;Cliente 3612;SAO PAULO;SP;3550308;1;0;0
3613;1;31;Cliente 3613;SAO PAULO;SP;3550308;1;-1;0
3614;1;31;Cliente 3614;SAO PAULO;SP;3550308;1;-1;0
3615;1;31;Cliente 3615;SAO PAULO;SP;3550308;1;-1;0
3616;1;31;Cliente 3616;SAO PAULO;SP;3550308;1;-1;0
3617;1;31;Cliente 3617;SAO PAULO;SP;3550308;1;-1;0
3618;1;31;Cliente 3618;SAO PAULO;SP;3550308;1;-1;0
3619;1;31;Cliente 3619;SAO PAULO;SP;3550308;1;-1;0
3620;1;31;Cliente 3620;SAO PAULO;SP;3550308;1;-1;0
3621;1;31;Cliente 3621;SAO PAULO;SP;3550308;1;-1;0
3622;1;31;Cliente 3622;SAO PAULO;SP;3550308;2;-1;0
3623;1;31;Cliente 3623;SAO PAULO;SP;3550308;1;0;0
3624;1;9;Cliente 3624;SAO PAULO;SP;3550308;1;0;0
3625;1;9;Cliente 3625;SAO PAULO;SP;3550308;2;-1;0
3626;1;31;Cliente 3626;SAO PAULO;SP;3550308;1;-1;0
3627;1;31;Cliente 3627;SAO PAULO;SP;3550308;1;-1;0
3628;1;31;Cliente 3628;SAO PAULO;SP;3550308;1;-1;0
3629;1;31;Cliente 3629;SAO PAULO;SP;3550308;1;-1;0
3630;1;31;Cliente 3630;SAO PAULO;SP;3550308;1;-1;0
3631;1;31;Cliente 3631;SAO PAULO;SP;3550308;1;-1;0
3632;1;31;Cliente 3632;SAO PAULO;SP;3550308;1;0;0
3633;1;31;Cliente 3633;SAO PAULO;SP;3550308;1;-1;0
3634;1;31;Cliente 3634;SAO PAULO;SP;3550308;1;-1;0
3635;1;31;Cliente 3635;SAO PAULO;SP;3550308;1;-1;0
3636;1;31;Cliente 3636;SAO PAULO;SP;3550308;1;-1;0
3637;1;31;Cliente 3637;SAO PAULO;SP;3550308;1;-1;0
3638;1;31;Cliente 3638;SAO PAULO;SP;3550308;1;-1;0
3639;1;31;Cliente 3639;SAO PAULO;SP;3550308;1;0;0
3640;1;31;Cliente 3640;SAO PAULO;SP;3550308;1;-1;0
3641;1;9;Cliente 3641;SAO PAULO;SP;3550308;2;-1;10
3642;1;31;Cliente 3642;SAO PAULO;SP;3550308;1;0;0
3643;1;31;Cliente 3643;SAO PAULO;SP;3550308;1;-1;0
3644;1;31;Cliente 3644;SAO PAULO;SP;3550308;1;-1;0
3645;1;31;Cliente 3645;SAO PAULO;SP;3550308;1;-1;0
3646;1;31;Cliente 3646;SAO PAULO;SP;3550308;1;-1;0
3647;1;31;Cliente 3647;SAO PAULO;SP;3550308;1;-1;0
3648;1;31;Cliente 3648;SAO PAULO;SP;3550308;1;-1;0
3649;1;31;Cliente 3649;SAO PAULO;SP;3550308;1;-1;0
3650;1;31;Cliente 3650;SAO PAULO;SP;3550308;1;0;0
3651;1;31;Cliente 3651;SAO PAULO;SP;3550308;1;-1;0
3652;1;31;Cliente 3652;SAO PAULO;SP;3550308;1;-1;0
3653;1;31;Cliente 3653;SAO PAULO;SP;3550308;1;-1;0
3654;1;31;Cliente 3654;SAO PAULO;SP;3550308;1;-1;0
3655;1;31;Cliente 3655;SAO PAULO;SP;3550308;1;-1;0
3656;1;31;Cliente 3656;SAO PAULO;SP;3550308;1;-1;0
3657;1;33;Cliente 3657;SAO PAULO;SP;3550308;2;-1;14
3658;1;31;Cliente 3658;SAO PAULO;SP;3550308;1;-1;0
3659;1;31;Cliente 3659;SAO PAULO;SP;3550308;1;-1;0
3660;1;31;Cliente 3660;SAO PAULO;SP;3550308;1;-1;0
3661;1;9;Cliente 3661;SAO PAULO;SP;3550308;2;-1;0
3662;1;27;Cliente 3662;SAO PAULO;SP;3550308;2;-1;14
3663;1;31;Cliente 3663;SAO PAULO;SP;3550308;1;-1;0
3664;1;31;Cliente 3664;SAO PAULO;SP;3550308;1;-1;0
3665;1;31;Cliente 3665;SAO PAULO;SP;3550308;2;-1;0
3666;1;31;Cliente 3666;SAO PAULO;SP;3550308;1;-1;0
3667;1;33;Cliente 3667;SAO PAULO;SP;3550308;2;-1;14
3668;1;31;Cliente 3668;SAO PAULO;SP;3550308;1;-1;0
3669;1;31;Cliente 3669;SAO PAULO;SP;3550308;1;-1;0
3670;1;31;Cliente 3670;SAO PAULO;SP;3550308;1;0;0
3671;1;31;Cliente 3671;SAO PAULO;SP;3550308;1;0;0
3672;1;31;Cliente 3672;SAO PAULO;SP;3550308;2;-1;0
3673;1;31;Cliente 3673;SAO PAULO;SP;3550308;1;-1;0
3674;1;31;Cliente 3674;SAO PAULO;SP;3550308;1;-1;0
3675;1;31;Cliente 3675;SAO PAULO;SP;3550308;1;-1;0
3676;1;31;Cliente 3676;SAO PAULO;SP;3550308;1;0;0
3677;1;31;Cliente 3677;SAO PAULO;SP;3550308;1;-1;0
3678;1;31;Cliente 3678;SAO PAULO;SP;3550308;1;-1;0
3679;1;31;Cliente 3679;SAO PAULO;SP;3550308;1;-1;0
3680;1;31;Cliente 3680;SAO PAULO;SP;3550308;1;-1;0
3681;1;31;Cliente 3681;SAO PAULO;SP;3550308;1;-1;0
3682;1;31;Cliente 3682;SAO PAULO;SP;3550308;1;-1;0
3683;1;31;Cliente 3683;SAO PAULO;SP;3550308;1;-1;0
3684;1;31;Cliente 3684;SAO PAULO;SP;3550308;1;-1;0
3685;1;22;Cliente 3685;SAO PAULO;SP;3550308;2;0;0
3686;1;28;Cliente 3686;SAO PAULO;SP;3550308;2;-1;10
3687;1;31;Cliente 3687;SAO PAULO;SP;3550308;1;-1;0
3688;1;9;Cliente 3688;SAO PAULO;SP;3550308;2;-1;14
3689;1;31;Cliente 3689;SAO PAULO;SP;3550308;1;-1;0
3690;1;31;Cliente 3690;SAO PAULO;SP;3550308;1;-1;0
3691;1;9;Cliente 3691;SAO PAULO;SP;3550308;2;-1;14
3692;1;31;Cliente 3692;SAO PAULO;SP;3550308;1;-1;0
3693;1;9;Cliente 3693;SAO PAULO;SP;3550308;2;0;0
3694;1;31;Cliente 3694;SAO PAULO;SP;3550308;1;0;0
3695;1;31;Cliente 3695;SAO PAULO;SP;3550308;1;-1;0
3696;1;31;Cliente 3696;SAO PAULO;SP;3550308;1;-1;0
3697;1;31;Cliente 3697;SAO PAULO;SP;3550308;1;-1;0
3698;1;31;Cliente 3698;SAO PAULO;SP;3550308;1;-1;0
